Tasandi nimetus;Kood;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus;;;;;
3. tasand;NGS;Operatsioonid põlve ja sääre kõõluste, liigese ja luu infektsiooni korral;;;2;01.01.2003;;;1;;;;;;
kood;NGS09;Intsisioon ja nekrektoomia sääre või põlve kõõluse infektsiooni korral;Incision and debridement of infection of tendon of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGS19;Intsisioon ja nekrektoomia põlveliigese infektsiooni korral;Incision and debridement of infection of knee joint;;3;01.01.2003;;;1;;;;;;
kood;NGS29;Intsisioon ja nekrektoomia põlve või sääre luu infektsiooni korral;Incision and debridement of infection of bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGS39;Intsisioon ja nekrektoomia sääre või põlve kõõluse infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of tendon of knee or lower leg with introduction of therapeutic agent;;3;01.01.2003;;;1;;;;;;
kood;NGS49;Intsisioon ja nekrektoomia põlveliigese infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of knee joint with introduction of therapeutic agent;;3;01.01.2003;;;1;;;;;;
kood;NGS59;Intsisioon ja nekrektoomia põlve või sääre luu infektsiooni korral koos raviaine sisseviimisega infektsioonikoldesse;Incision and debridement of infection of bone of knee or lower leg with introduction of therapeutic agent;;3;01.01.2003;;;1;;;;;;
kood;NGS99;Muu operatsioon põlve või sääre kõõluse, liigese või luu infektsiooni korral;Other operation for infection of tendon, joint or bone of knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGT;Erinevad operatsioonid põlvel ja säärel;;;2;01.01.2003;;;1;;;;;;
kood;NGT09;Võõrkeha eemaldamine põlve või sääreluu koest;Removal of foreign body from tissue of knee or lower leg;;3;01.01.2010;;;1;;;;;;
kood;NGT19;Põlveliigese redressioon;Forcible manipulation of knee joint;;3;01.01.2003;;;1;;;;;;
kood;NGT39;Põlve või sääre deformatsiooni korrektsioon lihase, kõõluse või sideme abil;Correction of deformity of knee or lower leg using muscle, tendon or ligament;;3;01.01.2003;;;1;;;;;;
kood;NGT49;Põlve või sääre deformatsiooni korrektsioon välise või sisemise fiksatsiooniga;Correction of deformity of knee or lower leg using external or internal fixation;;3;01.01.2003;;;1;;;;;;
kood;NGT99;Muu operatsioon põlvel või säärel;Other operation on knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGU;Implantaatide ja väliste fiksatsioonivahendite eemaldamine põlvelt ja säärelt;;;2;01.01.2003;;;1;;;;;;
kood;NGU00;"Osalise proteesi eemaldamine põlveliigesest; kõik osad";"Removal of partial prosthesis from knee joint; all parts";;3;01.01.2003;;;1;;;;;;
kood;NGU01;"Osalise proteesi eemaldamine põlveliigesest; üks osa - proksimaalne";"Removal of partial prosthesis from knee joint; medial compartment";;3;01.01.2003;;;1;;;;;;
kood;NGU02;"Osalise proteesi eemaldamine põlveliigesest; üks osa - distaalne";"Removal of partial prosthesis from knee joint; lateral compartment";;3;01.01.2003;;;1;;;;;;
kood;NGU03;"Osalise proteesi eemaldamine põlveliigesest; üks osa - muu";"Removal of partial prosthesis from knee joint; patello-femoracompartment";;3;01.01.2003;;;1;;;;;;
kood;NGU04;"Osalise proteesi eemaldamine põlveliigesest; rohkem kui üks, aga mitte kõik osad";"Removal of partial prosthesis from knee joint; more than one, but not all parts";;3;01.01.2003;;;1;;;;;;
kood;NGU09;"Osalise proteesi eemaldamine põlveliigesest; muu või määratlemata";"Removal of partial prosthesis from knee joint; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGU10;"Totaalse proteesi eemaldamine põlveliigesest; kõik osad";"Removal of total prosthesis from knee joint; all parts";;3;01.01.2003;;;1;;;;;;
kood;NGU11;"Totaalse proteesi eemaldamine põlveliigesest; üks osa - proksimaalne";"Removal of total prosthesis from knee joint; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NGU12;"Totaalse proteesi eemaldamine põlveliigesest; üks osa - distaalne";"Removal of total prosthesis from knee joint; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NGU13;"Totaalse proteesi eemaldamine põlveliigesest; üks osa - muu";"Removal of total prosthesis from knee joint; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NGU14;"Totaalse proteesi eemaldamine põlveliigesest; rohkem kui üks, aga mitte kõik osad";"Removal of total prosthesis from knee joint; more than one, but not all parts";;3;01.01.2003;;;1;;;;;;
kood;NGU19;"Totaalse proteesi eemaldamine põlveliigesest; muu või määratlemata";"Removal of total prosthesis from knee joint; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NGU39;Välise fiksatsioonivahendi eemaldamine põlvelt või säärelt;Removal of external fixation device from knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGU49;Sisemise fiksatsioonivahendi eemaldamine põlvelt või säärelt;Removal of internal fixation device from knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGU69;Proteessideme eemaldamine põlvelt või säärelt;Removal of prosthetic ligament from knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGU89;Terapeutilise implantaadi eemaldamine põlve või sääre infektsiooni ravi korral;Removal of therapeutic implant in treatment of infection of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGU99;Muu implantaadi eemaldamine põlvelt või säärelt;Removal of other implant from knee or lower leg;;3;01.01.2003;;;1;;;;;;
3. tasand;NGW;Kordusoperatsioonid põlvel ja säärel;;;2;01.01.2003;;;1;;;;;;
kood;NGW49;Haava dehistsentsi korrektsioon põlve või sääre kirurgias;Repair of wound dehiscence in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGW59;Kordusoperatsioon pindmise infektsiooni korral põlve või sääre kirurgias;Reoperation for superficial infection in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGW69;Kordusoperatsioon süvainfektsiooni korral põlve või sääre kirurgias;Reoperation for deep infection in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGW79;Kordusoperatsioon pindmise verejooksu korral põlve või sääre kirurgias;Reoperation for superficial haemorrhage in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGW89;Kordusoperatsioon sisemise verejooksu korral põlve või sääre kirurgias;Reoperation for deep haemorrhage in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
kood;NGW99;Muu kordusoperatsioon põlve või sääre kirurgias;Other reoperation in surgery of knee or lower leg;;3;01.01.2003;;;1;;;;;;
2. tasand;NH;Hüppeliiges ja labajalg;;;1;01.01.2003;;;1;;;;;;
3. tasand;NHA;Eksploratiivsed protseduurid ;;;2;01.01.2003;;;1;;;;;;
kood;NHA00;"Hüppeliigese või labajala pehme koe eksploratsioon; perkutaanne";"Exploration of soft tissue of ankle or foot; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NHA01;"Hüppeliigese või labajala pehme koe eksploratsioon; artroskoopiline";"Exploration of soft tissue of ankle or foot; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NHA02;"Hüppeliigese või labajala pehme koe eksploratsioon; lahtine";"Exploration of soft tissue of ankle or foot; open";;3;01.01.2003;;;1;;;;;;
kood;NHA09;"Hüppeliigese või labajala pehme koe eksploratsioon; määratlemata";"Exploration of soft tissue of ankle or foot; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHA10;"Hüppeliigese või labajala eksploratsioon; perkutaanne";"Exploration of joint of ankle or foot; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NHA11;"Hüppeliigese või labajala eksploratsioon; artroskoopiline";"Exploration of joint of ankle or foot; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NHA12;"Hüppeliigese või labajala eksploratsioon; lahtine";"Exploration of joint of ankle or foot; open";;3;01.01.2003;;04.12.2019;1;Muudeti ingliskeelset nimetust kuna dubleeris koodi NHA02 nimetust;;;;;
kood;NHA19;"Hüppeliigese või labajala eksploratsioon; määratlemata";"Exploration of joint of ankle or foot; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHA20;"Hüppeliigese või labajala pehme koe või liigese biopsia; perkutaanne";"Biopsy of soft tissue or joint of ankle or foot; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NHA21;"Hüppeliigese või labajala pehme koe või liigese biopsia; artroskoopiline";"Biopsy of soft tissue or joint of ankle or foot; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NHA22;"Hüppeliigese või labajala pehme koe või liigese biopsia; lahtine";"Biopsy of soft tissue or joint of ankle or foot; open";;3;01.01.2003;;;1;;;;;;
kood;NHA29;"Hüppeliigese või labajala pehme koe või liigese biopsia; määratlemata";"Biopsy of soft tissue or joint of ankle or foot; unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHA30;"Hüppeliigese- või labajalaluude biopsia; perkutaanne";"Biopsy of bone of ankle or foot; percutaneous";;3;01.01.2003;;;1;;;;;;
kood;NHA31;"Hüppeliigese- või labajalaluude biopsia; artroskoopiline";"Biopsy of bone of ankle or foot; arthroscopic";;3;01.01.2003;;;1;;;;;;
kood;NHA32;"Hüppeliigese- või labajalaluude biopsia; lahtine";"Biopsy of bone of ankle or foot; open";;3;01.01.2003;;;1;;;;;;
kood;NHA39;"Hüppeliigese- või labajalaluude biopsia; määratlemata";"Biopsy of bone of ankle or foot; unspecified";;3;01.01.2003;;;1;;;;;;
3. tasand;NHB;Hüppeliigese ja labajalaliigeste esmane proteesimine;;;2;01.01.2003;;;1;;;;;;
kood;NHB00;"Hüppeliigese esmane proteesimine osalise proteesiga ilma tsemendita; kõik osad";"Primary partial prosthetic replacement of ankle joint not using cement; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHB01;"Hüppeliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - proksimaalne";"Primary partial prosthetic replacement of ankle joint not using cement; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHB02;"Hüppeliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - distaalne";"Primary partial prosthetic replacement of ankle joint not using cement; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHB03;"Hüppeliigese esmane proteesimine osalise proteesiga ilma tsemendita; üks osa - muu";"Primary partial prosthetic replacement of ankle joint not using cement; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHB09;"Hüppeliigese esmane proteesimine osalise proteesiga ilma tsemendita; muu või määratlemata";"Primary partial prosthetic replacement of ankle joint not using cement; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHB10;"Hüppeliigese esmane proteesimine osalise proteesiga kasutades tsementi; kõik osad";"Primary partial prosthetic replacement of ankle joint using cement; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHB11;"Hüppeliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - proksimaalne";"Primary partial prosthetic replacement of ankle joint using cement; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHB12;"Hüppeliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - distaalne";"Primary partial prosthetic replacement of ankle joint using cement; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHB13;"Hüppeliigese esmane proteesimine osalise proteesiga kasutades tsementi; üks osa - muu";"Primary partial prosthetic replacement of ankle joint using cement; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHB19;"Hüppeliigese esmane proteesimine osalise proteesiga kasutades tsementi; muu või määratlemata";"Primary partial prosthetic replacement of ankle joint using cement; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHB20;Hüppeliigese esmane proteesimine totaalse proteesiga ilma tsemendita;Primary total prosthetic replacement of ankle joint not using cement;;3;01.01.2003;;;1;;;;;;
kood;NHB30;Hüppeliigese esmane proteesimine totaalse proteesiga hübriid-meetodil;Primary total prosthetic replacement of ankle joint using hybrid technique;;3;01.01.2003;;;1;;;;;;
kood;NHB40;Hüppeliigese esmane proteesimine totaalse proteesiga kasutades tsementi;Primary partial prosthetic replacement of ankle joint;;3;01.01.2003;;;1;;;;;;
kood;NHB59;Hüppeliigese esmane interpositsiooni proteesimine;Primary prosthetic interposition arthroplasty of ankle joint;;3;01.01.2003;;;1;;;;;;
kood;NHB60;"Esimese metatarsofalangeaalliigese esmane proteesimine; kõik osad";"Primary prosthetic replacement of first metatarsophalangeal joint; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHB61;"Esimese metatarsofalangeaalliigese esmane proteesimine; üks osa - proksimaalne";"Primary prosthetic replacement of first metatarsophalangeal joint; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHB62;"Esimese metatarsofalangeaalliigese esmane proteesimine; üks osa - distaalne";"Primary prosthetic replacement of first metatarsophalangeal joint; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHB63;"Esimese metatarsofalangeaalliigese esmane proteesimine; üks osa - muu";"Primary prosthetic replacement of first metatarsophalangeal joint; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHB69;"Esimese metatarsofalangeaalliigese esmane proteesimine; muu või määratlemata";"Primary prosthetic replacement of first metatarsophalangeal joint; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHB70;"Muu metatarsofalangeaalliigese esmane proteesimine; kõik osad";"Primary prosthetic replacement of other metatarsophalangeal joint; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHB71;"Muu metatarsofalangeaalliigese esmane proteesimine; üks osa - proksimaalne";"Primary prosthetic replacement of other metatarsophalangeal joint; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHB72;"Muu metatarsofalangeaalliigese esmane proteesimine; üks osa - distaalne";"Primary prosthetic replacement of other metatarsophalangeal joint; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHB73;"Muu metatarsofalangeaalliigese esmane proteesimine; üks osa - muu";"Primary prosthetic replacement of other metatarsophalangeal joint; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHB79;"Muu metatarsofalangeaalliigese esmane proteesimine; muu või määratlemata";"Primary prosthetic replacement of other metatarsophalangeal joint; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHB80;"Muu labajalaliigese esmane proteesimine; kõik osad";"Primary prosthetic replacement of other joint of foot; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHB81;"Muu labajalaliigese esmane proteesimine; üks osa - proksimaalne";"Primary prosthetic replacement of other joint of foot; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHB82;"Muu labajalaliigese esmane proteesimine; üks osa - distaalne";"Primary prosthetic replacement of other joint of foot; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHB83;"Muu labajalaliigese esmane proteesimine; üks osa - muu";"Primary prosthetic replacement of other joint of foot; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHB89;"Muu labajalaliigese esmane proteesimine; muu või määratlemata";"Primary prosthetic replacement of other joint of foot; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHB99;Hüppeliigese või labajalaliigese muu esmane proteesimine;Other primary prosthetic replacement of joint of ankle or foot;;3;01.01.2003;;;1;;;;;;
3. tasand;NHC;Hüppeliigese ja labajalaliigeste teisene proteesimine;;;2;01.01.2003;;;1;;;;;;
kood;NHC00;"Hüppeliigese teisene proteesimine osalise proteesiga ilma tsemendita; kõik osad";"Secondary implantation of partial prosthesis in ankle joint not using cement; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHC01;"Hüppeliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa - proksimaalne";"Secondary implantation of partial prosthesis in ankle joint not using cement; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHC02;"Hüppeliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa - distaalne";"Secondary implantation of partial prosthesis in ankle joint not using cement; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHC03;"Hüppeliigese teisene proteesimine osalise proteesiga ilma tsemendita; üks osa – muu";"Secondary implantation of partial prosthesis in ankle joint not using cement; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHC09;"Hüppeliigese teisene proteesimine osalise proteesiga ilma tsemendita; muu või määratlemata";"Secondary implantation of partial prosthesis in ankle joint not using cement; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHC10;"Hüppeliigese teisene proteesimine osalise proteesiga kasutades tsementi; kõik osad";"Secondary implantation of partial prosthesis in ankle joint using cement; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHC11;"Hüppeliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa - proksimaalne";"Secondary implantation of partial prosthesis in ankle joint using cement; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHC12;"Hüppeliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa - distaalne";"Secondary implantation of partial prosthesis in ankle joint using cement; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHC13;"Hüppeliigese teisene proteesimine osalise proteesiga kasutades tsementi; üks osa – muu";"Secondary implantation of partial prosthesis in ankle joint using cement; single part - other";;3;01.01.2003;;;1;;;;;;
kood;NHC19;"Hüppeliigese teisene proteesimine osalise proteesiga kasutades tsementi; muu või määratlemata";"Secondary implantation of partial prosthesis in ankle joint using cement; other or unspecified";;3;01.01.2003;;;1;;;;;;
kood;NHC20;"Hüppeliigese teisene proteesimine totaalse proteesiga ilma tsemendita; kõik osad";"Secondary implantation of total prosthesis in ankle joint not using cement; all parts";;3;01.01.2003;;;1;;;;;;
kood;NHC21;"Hüppeliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa - proksimaalne";"Secondary implantation of total prosthesis in ankle joint not using cement; single part - proximal";;3;01.01.2003;;;1;;;;;;
kood;NHC22;"Hüppeliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa - distaalne";"Secondary implantation of total prosthesis in ankle joint not using cement; single part - distal";;3;01.01.2003;;;1;;;;;;
kood;NHC23;"Hüppeliigese teisene proteesimine totaalse proteesiga ilma tsemendita; üks osa – muu";Secondary implantation of prosthesis in ankle joit;;3;01.01.2003;;;1;;;;;;
